   0.000     0.000     0.000    -2.355     0.000     0.000    -2.355    0.000    0.000   -0.000 0     1.000     0.000    -1.570     1.000     0.000    -1.570    0.000    0.000    0.000 0     2.000     0.000    -0.785     2.000     0.000    -0.785    0.000    0.000    0.000 0     2.000     1.000     0.000     2.000     1.000     0.000    0.000    0.000    0.000 0     2.000     2.000     0.785     2.000     2.000     0.785    0.000    0.000   -0.000 0     1.000     2.000     1.570     1.000     2.000     1.570    0.000    0.000   -0.000 0     0.000     2.000     2.355     0.000     2.000     2.355    0.000    0.000    0.000 0     0.000     1.000     3.140     0.000     1.000     3.140    0.000    0.000   -0.000 0 
   1.000    -3.419    -3.413    -2.360    -3.207    -2.906    -2.360    0.549    1.926   -0.006 0     0.999    -4.475    -1.569     0.830    -4.178    -1.570    0.342    1.597   -0.060 0     7.463    -5.445    -0.784     7.183    -4.402    -0.784    1.080    1.661   -0.001 0     5.820     0.987    -0.006     5.733     1.585    -0.007    0.604    1.058   -0.050 0     2.707     2.702     0.785     2.929     3.508     0.785    0.836    1.382    0.011 0     1.002     8.666     1.568     0.635     9.116     1.567    0.580    1.626   -0.057 0    -3.696     5.680     2.364    -3.569     6.351     2.364    0.683    1.691    0.018 0    -3.163     1.000     3.140    -3.008     1.643     3.140    0.661    1.592    0.001 0 
   2.000    -6.338    -6.312    -2.358    -7.165    -5.993    -2.359    0.887    1.480   -0.029 0     1.028    -9.248    -1.557    -0.039    -8.599    -1.556    1.249    1.078    0.055 0     9.375    -7.351    -0.785     8.227    -6.567    -0.785    1.391    1.788   -0.022 0    10.193     0.948    -0.018     9.483     1.762    -0.019    1.080    2.011   -0.074 0     5.234     5.257     0.799     4.747     5.880     0.798    0.790    1.466   -0.024 0     1.014    11.446     1.567     0.805    12.183     1.566    0.767    1.299   -0.037 0    -5.831     7.781     2.361    -6.021     8.646     2.362    0.886    1.294    0.036 0    -5.238     1.021     3.130    -5.137     1.711     3.131    0.698    1.017    0.046 0 
   3.000    -8.578    -8.551    -2.347    -8.561    -8.018    -2.348    0.533    1.546   -0.021 0     1.065   -12.004    -1.560     0.999   -10.846    -1.559    1.160    1.571    0.070 0    10.170    -8.148    -0.790    10.284    -7.868    -0.790    0.303    1.176   -0.014 0    12.660     0.887    -0.038    13.006     1.323    -0.040    0.557    1.747   -0.133 0     6.227     6.283     0.806     6.787     7.175     0.806    1.054    1.856   -0.005 0     1.015    13.078     1.582     1.230    13.530     1.581    0.500    1.241   -0.071 0    -8.208    10.162     2.348    -7.980    10.897     2.349    0.769    1.458    0.053 0    -8.180     1.018    -3.132    -7.284     1.744    -3.131    1.153    1.391    0.056 0 
   4.000    -9.104    -9.093    -2.053    -8.864    -8.354    -2.051    0.777    1.031    0.125 0     1.071   -12.631    -1.585     1.221   -11.879    -1.582    0.767    0.566    0.135 0    10.497    -8.480    -0.835    10.751    -7.997    -0.833    0.545    1.130    0.159 0    13.465     0.844    -0.092    13.788     1.031    -0.093    0.373    1.617   -0.057 0     6.920     7.005     0.806     7.381     7.750     0.806    0.876    0.970    0.011 0     0.994    13.625     1.678     1.554    14.289     1.679    0.868    1.036    0.049 0    -8.595    10.565     2.303    -7.996    11.558     2.305    1.160    1.106    0.111 0    -8.749     1.009    -3.119    -8.313     1.886    -3.117    0.979    0.863    0.074 0 
   5.000    -9.118    -9.013     0.009    -8.890    -7.987     0.053    1.051    1.060    2.535 0     1.071   -12.650     2.455     1.112   -11.835     2.560    0.815    0.993    5.981 0    10.520    -8.441     3.074    10.673    -7.927     3.021    0.536    0.897   -3.021 0    13.531     0.878    -1.535    13.885     1.650    -1.500    0.849    1.750    1.972 0     7.468     7.575     0.797     7.864     8.125     0.798    0.678    1.557    0.047 0     1.042    13.601    -2.912     1.613    14.504    -2.953    1.068    0.943   -2.351 0    -8.629    10.483     0.075    -7.804    11.496     0.013    1.306    1.598   -3.521 0    -9.508     0.989    -3.099    -9.075     2.286    -3.100    1.367    1.500   -0.043 0 
   6.000    -8.752    -8.982     0.103    -8.506    -7.972     0.224    1.040    1.004    6.896 0     0.985   -12.515     2.086     1.081   -11.467     2.187    1.052    1.289    5.782 0    10.238    -8.379     2.914    10.476    -7.628     2.872    0.787    1.241   -2.382 0    13.514     0.837    -2.188    13.667     1.362    -2.054    0.546    1.286    7.682 0     7.838     7.951     0.782     8.316     8.336     0.783    0.614    0.997    0.077 0     0.763    13.497    -2.709     1.341    14.171    -2.798    0.888    1.012   -5.056 0    -8.152    10.406    -0.184    -7.884    11.238    -0.283    0.874    1.180   -5.694 0    -9.660     0.979    -3.046    -9.578     2.093    -3.046    1.116    0.899   -0.006 0 
   7.000    -8.189    -8.912     0.153    -7.829    -7.789     0.259    1.179    1.462    6.034 0     0.822   -12.217     2.028     0.620   -11.487     2.229    0.757    0.978   11.494 0    10.398    -8.417     2.883    10.260    -7.861     2.838    0.574    0.698   -2.574 0    13.078     0.270    -2.269    13.183     0.875    -2.143    0.614    0.539    7.217 0     7.918     8.033    -0.098     8.430     8.499    -0.080    0.692    0.718    1.026 0     0.444    13.336    -2.600     1.052    14.164    -2.658    1.027    1.143   -3.313 0    -7.254    10.216    -0.254    -7.093    10.993    -0.371    0.793    1.438   -6.683 0    -9.682     0.974    -1.439    -9.540     2.019    -1.463    1.054    1.355   -1.401 0 
   8.000    -6.825    -8.665     0.215    -6.700    -7.771     0.296    0.903    1.430    4.615 0     0.516   -11.562     1.942     0.557   -10.491     2.066    1.072    0.970    7.120 0    10.214    -8.367     2.876    10.375    -7.358     2.775    1.022    0.636   -5.829 0    12.731    -0.122    -2.348    12.788     0.538    -2.282    0.662    0.857    3.831 0     7.922     8.038    -1.760     8.203     8.523    -1.655    0.560    1.067    6.006 0     0.190    13.165    -2.433     0.602    14.050    -2.536    0.977    0.663   -5.892 0    -6.633    10.020    -0.351    -6.293    11.177    -0.498    1.206    1.142   -8.397 0    -9.600     0.876    -0.852    -9.686     1.689    -0.837    0.817    1.204    0.875 0 
   9.000    -6.129    -8.470     0.334    -6.324    -7.377     0.475    1.111    1.209    8.107 0     0.315   -10.931     1.761     0.281   -10.425     1.928    0.507    1.115    9.555 0     9.808    -8.257     2.879     9.626    -7.593     2.783    0.689    0.655   -5.524 0    12.262    -0.559    -2.455    12.561     0.126    -2.396    0.747    0.994    3.347 0     7.921     8.036    -1.835     8.241     8.556    -1.745    0.611    0.963    5.136 0     0.113    13.052    -2.068     0.696    13.876    -2.152    1.009    1.252   -4.815 0    -6.307     9.878    -0.514    -6.152    10.720    -0.660    0.857    1.327   -8.377 0    -9.264     0.537    -0.749    -9.196     1.326    -0.761    0.793    1.633   -0.696 0 
