  20.000    -5.430    -6.919    -2.036    -5.034    -5.735    -1.702    1.248    0.243   19.146 0     0.728   -10.669    -1.542     1.385    -9.100    -1.619    1.701    0.142   -4.430 0     6.889    -7.246    -0.497     7.423    -5.626    -0.595    1.706    0.224   -5.651 0     9.872    -1.096     2.321    10.581     0.371     2.254    1.629    0.323   -3.862 0     6.685     5.286    -1.924     7.133     6.699    -2.002    1.483    0.146   -4.472 0     1.384    10.014     0.745     2.065    11.336     0.618    1.487    0.116   -7.299 0    -4.358     5.804     0.569    -3.716     7.206     0.745    1.542    0.106   10.091 0    -7.485    -0.192     2.733    -6.874     1.051     3.101    1.385    0.343   21.073 0 
  21.000    -5.466    -6.995    -1.989    -4.889    -5.610    -1.652    1.500    0.262   19.335 0     0.730   -10.824    -1.605     1.449    -9.257    -1.682    1.724    0.264   -4.435 0     6.905    -7.257    -0.728     7.680    -5.669    -0.839    1.766    0.321   -6.349 0     9.847    -1.060     2.078    10.698     0.529     1.987    1.802    0.146   -5.201 0     6.666     5.232    -1.910     6.943     6.618    -1.988    1.413    0.276   -4.465 0     1.393    10.026     0.954     1.990    11.203     0.725    1.320    0.245  -13.103 0    -4.292     5.849     0.628    -4.077     7.400     0.809    1.566    0.321   10.399 0    -7.571    -0.161     2.877    -6.724     1.033    -3.049    1.464    0.262   20.460 0 
  22.000    -5.497    -7.067    -1.948    -4.689    -5.749    -1.611    1.545    0.326   19.274 0     0.726   -10.895    -1.699     1.297    -9.103    -1.776    1.881    0.335   -4.436 0     6.971    -7.331    -0.890     7.668    -5.797    -0.997    1.685    0.173   -6.076 0     9.830    -1.016     1.835    10.490     0.414     1.758    1.576    0.213   -4.402 0     6.669     5.231     2.741     6.931     6.650     2.672    1.443    0.347   -3.946 0     1.399    10.034     0.967     2.019    11.308     0.738    1.417    0.174  -13.121 0    -4.236     5.890     0.674    -4.185     7.513     0.857    1.624    0.299   10.468 0    -7.668    -0.137     3.023    -7.034     1.201    -2.903    1.480    0.542   20.448 0 
  23.000    -5.500    -7.074    -1.895    -4.772    -5.830    -1.559    1.441    0.171   19.255 0     0.721   -10.913    -1.866     1.532    -9.399    -1.953    1.717    0.209   -4.979 0     7.035    -7.418    -0.996     7.430    -5.662    -1.096    1.800    0.205   -5.720 0     9.826    -0.977     1.556    10.593     0.542     1.496    1.701    0.179   -3.466 0     6.651     5.248     2.360     7.003     6.831     2.241    1.622    0.245   -6.826 0     1.423    10.069     0.973     1.782    11.442     0.745    1.419    0.411  -13.098 0    -4.207     5.915     0.731    -4.215     7.542     0.914    1.626    0.424   10.464 0    -7.807    -0.131    -3.102    -7.312     0.877    -2.743    1.123    0.296   20.613 0 
  24.000    -5.500    -7.077    -0.341    -5.291    -5.554     0.027    1.537    0.129   21.085 0     0.722   -10.911    -2.288     1.381    -9.582    -2.363    1.484    0.352   -4.288 0     7.050    -7.443    -1.072     7.384    -5.905    -1.170    1.574    0.199   -5.628 0     9.829    -0.963     1.064    10.143     0.628     1.005    1.622    0.228   -3.373 0     6.635     5.265     2.297     6.920     6.747     2.174    1.509    0.200   -7.039 0     1.488    10.167     0.985     1.729    11.607     0.756    1.461    0.348  -13.110 0    -4.191     5.931     0.890    -4.006     7.505     1.075    1.585    0.122   10.629 0    -7.896    -0.136    -2.957    -7.433     0.898    -2.611    1.133    0.431   19.828 0 
  25.000    -5.498    -7.074     0.720    -5.331    -5.392     0.992    1.690    0.315   15.617 0     0.716   -10.917    -2.638     1.612    -9.152    -2.723    1.979    0.286   -4.870 0     7.076    -7.495    -1.136     7.176    -5.896    -1.232    1.602    0.186   -5.464 0     9.832    -0.958     0.803    10.213     0.696     0.732    1.697    0.218   -4.066 0     6.594     5.313     2.250     6.565     7.096     2.134    1.783    0.132   -6.611 0     1.513    10.206     1.020     1.529    12.028     0.789    1.822    0.150  -13.206 0    -4.192     5.931     2.125    -4.227     7.228     2.261    1.298    0.212    7.774 0    -7.921    -0.141    -2.806    -8.005     1.113    -2.451    1.256    0.295   20.351 0 
  26.000    -5.492    -7.069     0.771    -5.457    -5.510     1.045    1.559    0.141   15.682 0     0.703   -10.921    -2.800     1.105    -9.327    -2.861    1.644    0.304   -3.473 0     7.106    -7.564    -1.176     7.347    -6.173    -1.270    1.412    0.312   -5.367 0     9.850    -0.942     0.660    10.009     0.868     0.595    1.817    0.573   -3.732 0     6.570     5.344     2.157     6.441     7.079     2.037    1.740    0.159   -6.896 0     1.588    10.333     1.087     1.381    11.975     0.859    1.655    0.099  -13.076 0    -4.195     5.938     1.969    -4.319     7.245     2.101    1.313    0.086    7.570 0    -7.996    -0.172    -2.670    -7.975     1.695    -2.307    1.868    0.320   20.780 0 
  27.000    -5.471    -7.048     0.810    -5.505    -5.597     1.083    1.451    0.137   15.636 0     0.688   -10.926    -2.902     0.753    -9.431    -2.965    1.497    0.208   -3.620 0     7.135    -7.634    -1.195     6.978    -6.142    -1.289    1.501    0.122   -5.372 0     9.872    -0.927     0.400     9.833     1.091     0.333    2.018    0.439   -3.841 0     6.569     5.347     1.503     6.571     6.986     1.435    1.639    0.226   -3.887 0     1.608    10.377     1.221     1.245    12.174     0.987    1.834    0.458  -13.376 0    -4.198     5.944     1.750    -4.053     7.390     1.912    1.454    0.142    9.243 0    -8.032    -0.194    -2.547    -8.336     1.436    -2.180    1.658    0.098   20.989 0 
  28.000    -5.434    -7.007     0.841    -5.344    -5.499     1.114    1.511    0.125   15.639 0     0.672   -10.929    -2.998     1.065    -9.336    -3.056    1.641    0.101   -3.297 0     7.138    -7.641    -1.205     7.159    -6.028    -1.298    1.614    0.335   -5.322 0     9.884    -0.925    -0.068     9.803     1.247    -0.076    2.174    0.260   -0.448 0     6.571     5.352     1.017     6.470     6.850     0.920    1.501    0.233   -5.518 0     1.616    10.406     1.474     1.395    12.262     1.242    1.869    0.457  -13.306 0    -4.199     5.954     1.590    -3.770     7.352     1.753    1.462    0.291    9.341 0    -8.053    -0.211    -2.421    -8.236     1.273    -2.055    1.495    0.338   20.999 0 
  29.000    -5.426    -6.997     0.865    -5.164    -5.303     1.137    1.714    0.220   15.582 0     0.670   -10.929     3.129     1.105    -9.395     3.081    1.594    0.086   -2.785 0     7.139    -7.644    -2.046     7.148    -5.631    -2.135    2.012    0.180   -5.093 0     9.893    -0.927    -0.311     9.899     1.208    -0.324    2.134    0.168   -0.720 0     6.576     5.360     0.904     6.885     7.225     0.785    1.890    0.262   -6.795 0     1.616    10.427     1.767     1.229    11.994     1.569    1.614    0.102  -11.357 0    -4.198     5.970     1.447    -3.843     7.552     1.625    1.622    0.224   10.225 0    -8.054    -0.211    -1.643    -8.209     1.405    -1.304    1.623    0.249   19.375 0 
  30.000    -5.419    -6.989     0.893    -4.938    -5.426     1.166    1.635    0.252   15.595 0     0.664   -10.929     2.777     0.938    -9.434     2.720    1.520    0.172   -3.273 0     7.137    -7.643     2.865     6.914    -5.835     2.937    1.821    0.260    4.087 0     9.910    -0.934    -0.437    10.185     1.184    -0.458    2.136    0.246   -1.215 0     6.577     5.360     0.879     6.837     7.200     0.764    1.858    0.222   -6.613 0     1.602    10.472     1.973     1.671    12.218     1.752    1.747    0.239  -12.660 0    -4.195     5.987     1.289    -3.860     7.435     1.478    1.486    0.342   10.815 0    -8.051    -0.213    -0.642    -8.092     1.347    -0.454    1.560    0.217   10.720 0 
  31.000    -5.403    -6.970     0.909    -5.242    -5.751     1.179    1.230    0.301   15.478 0     0.662   -10.927     2.363     0.964    -9.258     2.306    1.696    0.426   -3.278 0     7.127    -7.640     2.789     7.150    -5.726     2.850    1.914    0.210    3.504 0     9.949    -0.954    -0.516    10.183     1.156    -0.550    2.123    0.101   -1.949 0     6.589     5.375     0.865     6.828     7.360     0.751    1.999    0.243   -6.542 0     1.592    10.493     2.130     1.863    12.028     1.898    1.559    0.193  -13.269 0    -4.190     5.999     1.127    -4.017     7.846     1.319    1.856    0.306   10.993 0    -8.047    -0.216    -0.432    -7.687     1.239    -0.114    1.499    0.172   18.226 0 
  32.000    -5.394    -6.957     0.901    -5.258    -5.756     1.171    1.209    0.326   15.431 0     0.659   -10.924     2.156     1.097    -9.150     2.127    1.827    0.165   -1.681 0     7.121    -7.637     2.735     7.417    -5.716     2.794    1.944    0.102    3.393 0     9.959    -0.961    -0.582    10.021     1.130    -0.618    2.091    0.105   -2.086 0     6.597     5.385     0.831     6.504     7.228     0.716    1.846    0.234   -6.582 0     1.587    10.500     2.256     1.938    12.183     2.024    1.720    0.292  -13.293 0    -4.187     6.005     0.861    -4.091     8.114     1.052    2.112    0.183   10.960 0    -8.012    -0.229    -0.243    -7.767     1.267     0.074    1.516    0.089   18.157 0 
  33.000    -5.382    -6.944     0.808    -4.795    -5.516     1.080    1.544    0.157   15.587 0     0.659   -10.924     2.029     1.175    -8.891     2.002    2.098    0.397   -1.505 0     7.113    -7.633     2.700     7.349    -5.587     2.759    2.060    0.092    3.354 0     9.997    -0.987    -0.629    10.177     1.223    -0.665    2.217    0.619   -2.018 0     6.606     5.393     0.757     6.670     7.229     0.642    1.837    0.185   -6.592 0     1.557    10.533     2.364     1.820    12.414     2.129    1.900    0.126  -13.489 0    -4.185     6.006     0.504    -3.917     7.917     0.704    1.929    0.387   11.459 0    -7.992    -0.232    -0.049    -7.671     1.584     0.278    1.844    0.243   18.740 0 
  34.000    -5.379    -6.940     0.546    -4.854    -5.592     0.809    1.447    0.351   15.081 0     0.654   -10.913     1.944     1.475    -8.784     1.917    2.282    0.179   -1.564 0     7.096    -7.625     2.671     7.697    -5.608     2.729    2.105    0.502    3.376 0    10.011    -0.997    -0.669    10.258     0.730    -0.706    1.745    0.205   -2.112 0     6.610     5.397     0.708     6.924     7.099     0.594    1.731    0.140   -6.568 0     1.532    10.556     2.496     1.959    12.462     2.253    1.953    0.110  -13.951 0    -4.176     6.010     0.271    -3.903     8.045     0.457    2.053    0.129   10.611 0    -7.984    -0.231     0.122    -7.220     1.779     0.433    2.151    0.183   17.820 0 
  35.000    -5.376    -6.939     0.047    -4.847    -5.386     0.262    1.641    0.138   12.320 0     0.653   -10.909     1.859     1.340    -8.995     1.829    2.034    0.097   -1.720 0     7.093    -7.623     2.626     7.952    -5.795     2.691    2.021    0.112    3.761 0    10.016    -1.002    -0.810    10.393     0.648    -0.841    1.692    0.363   -1.785 0     6.610     5.397    -0.010     6.878     7.114    -0.092    1.737    0.604   -4.682 0     1.527    10.559     2.702     1.754    12.422     2.450    1.877    0.169  -14.431 0    -4.170     6.011     0.116    -3.866     8.116     0.319    2.127    0.863   11.629 0    -7.931    -0.222     0.251    -7.307     1.434     0.560    1.769    0.150   17.714 0 
  36.000    -5.371    -6.940    -0.256    -4.676    -5.528    -0.064    1.573    0.173   11.016 0     0.652   -10.906     1.717     1.549    -9.241     1.690    1.891    0.141   -1.554 0     7.083    -7.618     2.555     7.868    -5.700     2.621    2.072    0.235    3.789 0    10.016    -1.001    -3.000    10.582     1.007    -3.072    2.086    0.424   -4.119 0     6.610     5.397    -2.040     6.691     7.245    -2.018    1.850    0.264    1.279 0     1.523    10.561     2.967     1.884    12.322     2.718    1.798    0.083  -14.243 0    -4.161     6.012     0.093    -4.025     7.509     0.300    1.503    0.503   11.831 0    -7.895    -0.211     0.352    -7.276     1.552     0.658    1.868    0.134   17.555 0 
  37.000    -5.370    -6.940    -0.417    -4.614    -5.151    -0.225    1.942    0.075   10.971 0     0.652   -10.905     1.189     1.751    -9.179     1.137    2.046    0.308   -2.991 0     7.084    -7.618     2.461     7.965    -5.614     2.534    2.189    0.177    4.171 0    10.010    -1.001    -3.112    10.582     1.047     3.105    2.126    0.199   -3.767 0     6.609     5.396    -2.258     6.541     7.096    -2.234    1.701    0.045    1.343 0     1.513    10.562    -3.068     1.658    12.436     2.980    1.879    0.363  -13.452 0    -4.150     6.013     0.106    -4.051     7.796     0.315    1.786    0.118   11.943 0    -7.865    -0.198     0.437    -7.509     1.443     0.740    1.680    0.300   17.324 0 
  38.000    -5.362    -6.944    -0.528    -4.694    -5.346    -0.327    1.732    0.240   11.527 0     0.652   -10.904     0.600     1.528    -9.297     0.558    1.830    0.255   -2.373 0     7.080    -7.615     2.372     7.886    -6.022     2.447    1.785    0.099    4.271 0    10.008    -1.002     3.123    10.488     1.106     3.055    2.161    0.212   -3.923 0     6.609     5.396    -2.476     6.654     7.120    -2.465    1.725    0.240    0.596 0     1.511    10.562    -2.828     1.827    12.403    -3.062    1.868    0.369  -13.413 0    -4.137     6.015     0.129    -3.917     7.795     0.337    1.794    0.231   11.951 0    -7.850    -0.190     0.513    -7.531     1.338     0.811    1.561    0.223   17.076 0 
  39.000    -5.359    -6.946    -0.685    -4.828    -5.302    -0.466    1.727    0.348   12.587 0     0.655   -10.903     0.354     1.401    -9.140     0.321    1.914    0.204   -1.876 0     7.078    -7.613     2.264     7.994    -5.676     2.327    2.143    0.152    3.591 0     9.995    -1.001     3.082    10.362     1.092     3.006    2.125    0.224   -4.396 0     6.607     5.395    -2.623     6.949     7.118    -2.607    1.756    0.395    0.934 0     1.506    10.560    -2.613     1.806    12.526    -2.830    1.989    0.157  -12.439 0    -4.128     6.016     0.151    -3.765     7.716     0.360    1.738    0.232   11.998 0    -7.832    -0.180     0.574    -7.423     1.486     0.871    1.716    0.275   17.023 0 
  40.000    -5.359    -6.946    -1.851    -4.986    -5.450    -1.616    1.542    0.299   13.462 0     0.660   -10.901     0.204     1.614    -9.110     0.173    2.028    0.054   -1.802 0     7.076    -7.610     2.130     7.957    -5.411     2.188    2.369    0.156    3.336 0     9.984    -1.000     3.044    10.490     0.935     2.965    2.000    0.220   -4.512 0     6.604     5.393    -2.776     6.743     7.331    -2.759    1.943    0.170    0.986 0     1.498    10.553    -2.318     1.598    12.570    -2.542    2.019    0.098  -12.838 0    -4.110     6.019     0.151    -3.633     7.919     0.362    1.959    0.248   12.075 0    -7.825    -0.175     0.637    -7.502     1.485     0.932    1.691    0.125   16.908 0 
